c,r,n,r2,m
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f899"",id: ""899"",value: ""'12 e. 12th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-620-4020"",name: ""` gotham bar & grill '"",cuisine: ""` american ( new ) '"",label: ""a786"",id: ""786""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f899"",id: ""899"",value: ""'12 e. 12th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/620 -4020"",name: ""` gotham bar & grill '"",cuisine: ""american"",label: ""a35"",id: ""35""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f899"",id: ""899"",value: ""'12 e. 12th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f899"",id: ""899"",value: ""'12 e. 12th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f899"",id: ""899"",value: ""'12 e. 12th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f899"",id: ""899"",value: ""'12 e. 12th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f898"",id: ""898"",value: ""'99 e. 52nd st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-754-9494"",name: ""` four seasons '"",cuisine: ""` american ( new ) '"",label: ""a785"",id: ""785""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f898"",id: ""898"",value: ""'99 e. 52nd st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/754 -9494"",name: ""` four seasons grill room '"",cuisine: ""american"",label: ""a34"",id: ""34""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f898"",id: ""898"",value: ""'99 e. 52nd st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f898"",id: ""898"",value: ""'99 e. 52nd st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f898"",id: ""898"",value: ""'99 e. 52nd st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f898"",id: ""898"",value: ""'99 e. 52nd st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f897"",id: ""897"",value: ""' 243 e. 58th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-758-1479"",name: ""felidia"",cuisine: ""italian"",label: ""a784"",id: ""784""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f897"",id: ""897"",value: ""' 243 e. 58th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/758 -1479"",name: ""felidia"",cuisine: ""italian"",label: ""a33"",id: ""33""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f897"",id: ""897"",value: ""' 243 e. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f897"",id: ""897"",value: ""' 243 e. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f897"",id: ""897"",value: ""' 243 e. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f897"",id: ""897"",value: ""' 243 e. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f896"",id: ""896"",value: ""' 210 e. 58th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-355-7555"",name: ""dawat"",cuisine: ""indian"",id: ""783"",label: ""a783""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f896"",id: ""896"",value: ""' 210 e. 58th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/355 -7555"",name: ""dawat"",cuisine: ""asian"",id: ""32"",label: ""a32""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f896"",id: ""896"",value: ""' 210 e. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f896"",id: ""896"",value: ""' 210 e. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f896"",id: ""896"",value: ""' 210 e. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f896"",id: ""896"",value: ""' 210 e. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f895"",id: ""895"",value: ""'20 e. 76th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-288-0033"",name: ""daniel"",cuisine: ""` french ( new ) '"",label: ""a782"",id: ""782""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f895"",id: ""895"",value: ""'20 e. 76th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/288 -0033"",name: ""daniel"",cuisine: ""french"",label: ""a31"",id: ""31""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f895"",id: ""895"",value: ""'20 e. 76th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f895"",id: ""895"",value: ""'20 e. 76th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f895"",id: ""895"",value: ""'20 e. 76th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f895"",id: ""895"",value: ""'20 e. 76th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1602"",id: ""1602"",value: ""' 2 harrison st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-966-6960"",name: ""chanterelle"",cuisine: ""` french ( new ) '"",label: ""a781"",id: ""781""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1602"",id: ""1602"",value: ""' 2 harrison st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1602"",id: ""1602"",value: ""' 2 harrison st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1601"",id: ""1601"",value: ""' 854 seventh ave. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-757-2245"",name: ""` carnegie deli '"",cuisine: ""delis"",label: ""a780"",id: ""780""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1601"",id: ""1601"",value: ""' 854 seventh ave. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1601"",id: ""1601"",value: ""' 854 seventh ave. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1600"",id: ""1600"",value: ""' 2450 broadway '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-362-2200"",name: ""` carmine \ 's '"",cuisine: ""italian"",label: ""a779"",id: ""779""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1600"",id: ""1600"",value: ""' 2450 broadway '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1600"",id: ""1600"",value: ""' 2450 broadway '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f891"",id: ""891"",value: ""' 1 w. 67th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-877-3500"",name: ""` cafe des artistes '"",cuisine: ""` french ( classic ) '"",label: ""a778"",id: ""778""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f891"",id: ""891"",value: ""' 1 w. 67th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/877 -3500"",name: ""` cafe des artistes '"",cuisine: ""continental"",label: ""a27"",id: ""27""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f891"",id: ""891"",value: ""' 1 w. 67th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f891"",id: ""891"",value: ""' 1 w. 67th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f891"",id: ""891"",value: ""' 1 w. 67th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f891"",id: ""891"",value: ""' 1 w. 67th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f890"",id: ""890"",value: ""' 201 w. 83rd st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-496-6031"",name: ""` cafe lalo '"",cuisine: ""coffeehouses"",label: ""a777"",id: ""777""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f890"",id: ""890"",value: ""' 201 w. 83rd st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/496 -6031"",name: ""` cafe lalo '"",cuisine: ""` coffee bar '"",label: ""a26"",id: ""26""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f890"",id: ""890"",value: ""' 201 w. 83rd st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f890"",id: ""890"",value: ""' 201 w. 83rd st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f890"",id: ""890"",value: ""' 201 w. 83rd st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f890"",id: ""890"",value: ""' 201 w. 83rd st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f889"",id: ""889"",value: ""'34 e. 61st st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-319-1660"",name: ""aureole"",cuisine: ""` american ( new ) '"",label: ""a776"",id: ""776""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f889"",id: ""889"",value: ""'34 e. 61st st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""' 212 / 319-1660 '"",name: ""aureole"",cuisine: ""american"",id: ""25"",label: ""a25""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f889"",id: ""889"",value: ""'34 e. 61st st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f889"",id: ""889"",value: ""'34 e. 61st st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f889"",id: ""889"",value: ""'34 e. 61st st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f889"",id: ""889"",value: ""'34 e. 61st st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f888"",id: ""888"",value: ""'13 w. 54th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-307-7311"",name: ""aquavit"",cuisine: ""scandinavian"",label: ""a775"",id: ""775""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f888"",id: ""888"",value: ""'13 w. 54th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/307 -7311"",name: ""aquavit"",cuisine: ""continental"",label: ""a24"",id: ""24""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f888"",id: ""888"",value: ""'13 w. 54th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f888"",id: ""888"",value: ""'13 w. 54th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f888"",id: ""888"",value: ""'13 w. 54th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f888"",id: ""888"",value: ""'13 w. 54th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f887"",id: ""887"",value: ""'21 w. 52nd st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-582-7200"",name: ""'21 club '"",cuisine: ""` american ( new ) '"",label: ""a774"",id: ""774""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f887"",id: ""887"",value: ""'21 w. 52nd st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/582 -7200"",name: ""'21 club '"",cuisine: ""american"",label: ""a23"",id: ""23""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f887"",id: ""887"",value: ""'21 w. 52nd st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f887"",id: ""887"",value: ""'21 w. 52nd st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f887"",id: ""887"",value: ""'21 w. 52nd st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f887"",id: ""887"",value: ""'21 w. 52nd st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1503"",id: ""1503"",value: ""' 953 second ave. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-644-6740"",name: ""zarela"",cuisine: ""mexican"",label: ""a654"",id: ""654""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1503"",id: ""1503"",value: ""' 953 second ave. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1503"",id: ""1503"",value: ""' 953 second ave. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1502"",id: ""1502"",value: ""' 122 e. 17th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-475-0969"",name: ""yama"",cuisine: ""japanese"",id: ""653"",label: ""a653""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1502"",id: ""1502"",value: ""' 122 e. 17th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1502"",id: ""1502"",value: ""' 122 e. 17th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1501"",id: ""1501"",value: ""' 205 e. 49th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-753-0444"",name: ""` wollensky \ 's grill '"",cuisine: ""steakhouses"",label: ""a652"",id: ""652""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1501"",id: ""1501"",value: ""' 205 e. 49th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
